run_id,dataset,chunk_config,chunk_strategy,chunk_size,overlap,embedding,retrieval_config,retrieval_mode,top_k,candidate_k,lexical_weight,source_boost,article_boost,questions,source_hit_rate,question_law_hit_rate,article_hit_rate,chunk_hit_rate,all_phrase_hit_rate,phrase_hit_rate,context_relevance_mean,results_jsonl,score
four_dataset_quick_mig_01,dual_mixed,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,1.0,1.0,0.5666666666666667,0.26666666666666666,0.03333333333333333,0.15833333333333333,1.5666666666666667,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_mixed__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__dense-k3.jsonl,0.49
four_dataset_quick_mig_01,dual_natural,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,0.9333333333333333,1.0,0.4666666666666667,0.3,0.0,0.14444444444444446,1.4,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_natural__legal-1800-o150__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__dense-k3.jsonl,0.4266666666666667
four_dataset_quick_mig_01,citation,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,0.9666666666666667,1.0,0.23333333333333334,0.0,0.4,0.4222222222222222,1.4333333333333333,experiments/retrieval/four_dataset_quick_mig_01/logs/citation__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.4216666666666667
four_dataset_quick_mig_01,citation,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,0.8333333333333334,0.9333333333333333,0.3333333333333333,0.3,0.23333333333333334,0.27777777777777773,1.1666666666666667,experiments/retrieval/four_dataset_quick_mig_01/logs/citation__legal-1800-o150__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__dense-k3.jsonl,0.405
four_dataset_quick_mig_01,dual_mixed,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,0.9333333333333333,0.9666666666666667,0.4,0.2,0.0,0.07777777777777777,1.3333333333333333,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_mixed__legal-1800-o150__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__dense-k3.jsonl,0.38666666666666666
four_dataset_quick_mig_01,citation,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,0.9666666666666667,1.0,0.16666666666666666,0.0,0.3333333333333333,0.35555555555555557,1.3333333333333333,experiments/retrieval/four_dataset_quick_mig_01/logs/citation__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.3716666666666667
four_dataset_quick_mig_01,natural,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,0.9,1.0,0.2,0.0,0.3,0.3833333333333334,1.2666666666666666,experiments/retrieval/four_dataset_quick_mig_01/logs/natural__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.3616666666666667
four_dataset_quick_mig_01,dual_natural,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,0.9,1.0,0.36666666666666664,0.0,0.0,0.1722222222222222,1.2666666666666666,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_natural__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.34500000000000003
four_dataset_quick_mig_01,natural,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,0.8666666666666667,1.0,0.16666666666666666,0.0,0.26666666666666666,0.38333333333333336,1.2333333333333334,experiments/retrieval/four_dataset_quick_mig_01/logs/natural__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.335
four_dataset_quick_mig_01,dual_mixed,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,1.0,1.0,0.26666666666666666,0.0,0.03333333333333333,0.1611111111111111,1.2666666666666666,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_mixed__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.32833333333333337
four_dataset_quick_mig_01,dual_natural,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,0.9666666666666667,1.0,0.3,0.0,0.0,0.175,1.2666666666666666,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_natural__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.32833333333333337
four_dataset_quick_mig_01,dual_mixed,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,hybrid-k3-c200-l040-s025-a060,hybrid,3,200,0.4,0.25,0.6,30,0.9666666666666667,1.0,0.23333333333333334,0.0,0.0,0.11666666666666667,1.2,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_mixed__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__hybrid-k3-c200-l040-s025-a060.jsonl,0.29833333333333334
four_dataset_quick_mig_01,dual_natural,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,0.8666666666666667,1.0,0.16666666666666666,0.03333333333333333,0.0,0.08333333333333333,1.0333333333333334,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_natural__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__dense-k3.jsonl,0.2516666666666667
four_dataset_quick_mig_01,dual_natural,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,0.8666666666666667,1.0,0.16666666666666666,0.0,0.0,0.08055555555555555,1.0333333333333334,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_natural__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__dense-k3.jsonl,0.24833333333333335
four_dataset_quick_mig_01,natural,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,0.8333333333333334,1.0,0.06666666666666667,0.0,0.13333333333333333,0.16666666666666666,1.0333333333333334,experiments/retrieval/four_dataset_quick_mig_01/logs/natural__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__dense-k3.jsonl,0.24333333333333335
four_dataset_quick_mig_01,natural,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,0.8333333333333334,1.0,0.06666666666666667,0.0,0.1,0.11666666666666667,0.9666666666666667,experiments/retrieval/four_dataset_quick_mig_01/logs/natural__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__dense-k3.jsonl,0.22833333333333336
four_dataset_quick_mig_01,dual_mixed,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,0.9333333333333333,0.9333333333333333,0.03333333333333333,0.0,0.0,0.041666666666666664,0.9666666666666667,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_mixed__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__dense-k3.jsonl,0.20166666666666666
four_dataset_quick_mig_01,citation,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,0.6666666666666666,0.8333333333333334,0.06666666666666667,0.0,0.1,0.1,0.7666666666666667,experiments/retrieval/four_dataset_quick_mig_01/logs/citation__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__dense-k3.jsonl,0.19166666666666665
four_dataset_quick_mig_01,citation,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,0.6,0.7333333333333333,0.06666666666666667,0.0,0.1,0.1,0.7,experiments/retrieval/four_dataset_quick_mig_01/logs/citation__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__dense-k3.jsonl,0.17833333333333332
four_dataset_quick_mig_01,dual_mixed,fixed-1200-o200,fixed,1200,200,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,dense-k3,dense,3,30,0.0,0.0,0.0,30,0.8,0.9666666666666667,0.03333333333333333,0.0,0.0,0.027777777777777776,0.8333333333333334,experiments/retrieval/four_dataset_quick_mig_01/logs/dual_mixed__fixed-1200-o200__sentence-transformers-paraphrase-multilingual-minilm-l12-v2__dense-k3.jsonl,0.17500000000000002
