run_id,dataset,chunk_config,chunk_strategy,chunk_size,overlap,embedding,retrieval_config,retrieval_mode,top_k,candidate_k,lexical_weight,source_boost,article_boost,title_weight,questions,source_hit_rate,question_law_hit_rate,article_hit_rate,chunk_hit_rate,all_phrase_hit_rate,phrase_hit_rate,context_relevance_mean,results_jsonl,score
four_dataset_medium_mig_01,citation,legal-2500-o250,legal,2500,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,1.0,0.0,0.8666666666666667,0.9333333333333335,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-2500-o250__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.8666666666666666
four_dataset_medium_mig_01,citation,legal-2500-o250,legal,2500,250,intfloat/multilingual-e5-base,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,1.0,0.0,0.8666666666666667,0.9444444444444444,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-2500-o250__intfloat-multilingual-e5-base__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.8666666666666666
four_dataset_medium_mig_01,citation,legal-2500-o250,legal,2500,250,intfloat/multilingual-e5-base,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,1.0,0.0,0.8666666666666667,0.9444444444444444,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-2500-o250__intfloat-multilingual-e5-base__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.8666666666666666
four_dataset_medium_mig_01,citation,legal-2500-o250,legal,2500,250,intfloat/multilingual-e5-base,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,1.0,0.0,0.8666666666666667,0.9444444444444444,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-2500-o250__intfloat-multilingual-e5-base__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.8666666666666666
four_dataset_medium_mig_01,citation,legal-2500-o250,legal,2500,250,BAAI/bge-m3,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,1.0,0.0,0.8666666666666667,0.9444444444444444,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-2500-o250__baai-bge-m3__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.8666666666666666
four_dataset_medium_mig_01,citation,legal-2500-o250,legal,2500,250,BAAI/bge-m3,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,1.0,0.0,0.8666666666666667,0.9444444444444444,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-2500-o250__baai-bge-m3__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.8666666666666666
four_dataset_medium_mig_01,citation,legal-2500-o250,legal,2500,250,BAAI/bge-m3,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,1.0,0.0,0.8666666666666667,0.9444444444444444,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-2500-o250__baai-bge-m3__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.8666666666666666
four_dataset_medium_mig_01,natural,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,0.9666666666666667,1.0,0.9333333333333333,0.9333333333333333,0.6333333333333333,0.7388888888888889,1.9,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.8650000000000001
four_dataset_medium_mig_01,natural,legal-1800-o150,legal,1800,150,intfloat/multilingual-e5-base,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,0.9666666666666667,1.0,0.9333333333333333,0.9,0.6333333333333333,0.7277777777777777,1.9,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1800-o150__intfloat-multilingual-e5-base__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.8616666666666667
four_dataset_medium_mig_01,natural,legal-1800-o150,legal,1800,150,BAAI/bge-m3,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,0.9666666666666667,1.0,0.9333333333333333,0.9,0.6333333333333333,0.7277777777777777,1.9,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1800-o150__baai-bge-m3__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.8616666666666667
four_dataset_medium_mig_01,natural,legal-1800-o150,legal,1800,150,BAAI/bge-m3,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,0.9666666666666667,1.0,0.9333333333333333,0.9,0.6333333333333333,0.7277777777777777,1.9,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1800-o150__baai-bge-m3__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.8616666666666667
four_dataset_medium_mig_01,citation,legal-1000-o100,legal,1000,100,intfloat/multilingual-e5-base,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,1.0,0.0,0.8333333333333334,0.9277777777777777,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-1000-o100__intfloat-multilingual-e5-base__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.8583333333333333
four_dataset_medium_mig_01,citation,legal-1000-o100,legal,1000,100,intfloat/multilingual-e5-base,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,1.0,0.0,0.8333333333333334,0.9277777777777777,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-1000-o100__intfloat-multilingual-e5-base__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.8583333333333333
four_dataset_medium_mig_01,citation,legal-1000-o100,legal,1000,100,intfloat/multilingual-e5-base,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,1.0,0.0,0.8333333333333334,0.9277777777777777,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-1000-o100__intfloat-multilingual-e5-base__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.8583333333333333
four_dataset_medium_mig_01,citation,legal-1000-o100,legal,1000,100,BAAI/bge-m3,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,1.0,0.0,0.8333333333333334,0.9277777777777777,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-1000-o100__baai-bge-m3__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.8583333333333333
four_dataset_medium_mig_01,citation,legal-1000-o100,legal,1000,100,BAAI/bge-m3,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,1.0,0.0,0.8333333333333334,0.9277777777777777,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-1000-o100__baai-bge-m3__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.8583333333333333
four_dataset_medium_mig_01,citation,legal-1000-o100,legal,1000,100,BAAI/bge-m3,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,1.0,0.0,0.8,0.8944444444444444,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-1000-o100__baai-bge-m3__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.85
four_dataset_medium_mig_01,dual_mixed,legal-1800-o150,legal,1800,150,BAAI/bge-m3,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,1.0,1.0,0.4,0.7222222222222222,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1800-o150__baai-bge-m3__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.8499999999999999
four_dataset_medium_mig_01,citation,legal-1800-o150,legal,1800,150,BAAI/bge-m3,dense-k3,dense,3,30,0.0,0.0,0.0,0.0,30,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.7333333333333333,0.8111111111111111,1.8,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-1800-o150__baai-bge-m3__dense-k3.jsonl,0.8466666666666668
four_dataset_medium_mig_01,citation,legal-2500-o250,legal,2500,250,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,0.9666666666666667,0.0,0.8333333333333334,0.9000000000000001,1.9666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-2500-o250__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.8433333333333333
four_dataset_medium_mig_01,natural,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,0.9666666666666667,1.0,0.9,0.8666666666666667,0.6,0.6944444444444444,1.8666666666666667,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.835
four_dataset_medium_mig_01,natural,legal-1800-o150,legal,1800,150,intfloat/multilingual-e5-base,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,0.9666666666666667,1.0,0.9,0.8333333333333334,0.6,0.6833333333333333,1.8666666666666667,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1800-o150__intfloat-multilingual-e5-base__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.8316666666666667
four_dataset_medium_mig_01,natural,legal-1800-o150,legal,1800,150,BAAI/bge-m3,dense-k3,dense,3,30,0.0,0.0,0.0,0.0,30,1.0,1.0,0.9,0.7666666666666667,0.5666666666666667,0.6611111111111111,1.9,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1800-o150__baai-bge-m3__dense-k3.jsonl,0.8233333333333334
four_dataset_medium_mig_01,natural,legal-1800-o150,legal,1800,150,BAAI/bge-m3,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,0.9666666666666667,1.0,0.9,0.8333333333333334,0.5666666666666667,0.6833333333333335,1.8666666666666667,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1800-o150__baai-bge-m3__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.8233333333333334
four_dataset_medium_mig_01,dual_mixed,legal-1800-o150,legal,1800,150,BAAI/bge-m3,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,1.0,1.0,0.26666666666666666,0.638888888888889,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1800-o150__baai-bge-m3__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.8166666666666667
four_dataset_medium_mig_01,natural,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,0.9666666666666667,1.0,0.8666666666666667,0.8,0.5666666666666667,0.6388888888888888,1.8333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.8050000000000002
four_dataset_medium_mig_01,natural,legal-1800-o150,legal,1800,150,intfloat/multilingual-e5-base,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,0.9666666666666667,1.0,0.8666666666666667,0.8,0.5666666666666667,0.6722222222222223,1.8333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1800-o150__intfloat-multilingual-e5-base__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.8050000000000002
four_dataset_medium_mig_01,citation,legal-1000-o100,legal,1000,100,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,0.9333333333333333,0.0,0.7333333333333333,0.8277777777777777,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-1000-o100__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.8033333333333333
four_dataset_medium_mig_01,citation,legal-1000-o100,legal,1000,100,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,0.9333333333333333,0.0,0.7333333333333333,0.85,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-1000-o100__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.8033333333333333
four_dataset_medium_mig_01,citation,legal-1000-o100,legal,1000,100,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,0.9333333333333333,0.0,0.7333333333333333,0.85,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-1000-o100__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.8033333333333333
four_dataset_medium_mig_01,dual_mixed,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,1.0,0.9333333333333333,0.23333333333333334,0.5972222222222222,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.8016666666666667
four_dataset_medium_mig_01,dual_natural,legal-1800-o150,legal,1800,150,BAAI/bge-m3,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,0.9333333333333333,0.9,0.36666666666666664,0.5777777777777778,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1800-o150__baai-bge-m3__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.8016666666666666
four_dataset_medium_mig_01,dual_natural,legal-1800-o150,legal,1800,150,intfloat/multilingual-e5-base,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,0.9333333333333333,0.9,0.3333333333333333,0.5527777777777777,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1800-o150__intfloat-multilingual-e5-base__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.7933333333333332
four_dataset_medium_mig_01,dual_mixed,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,1.0,0.9,0.2,0.5611111111111111,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.7899999999999999
four_dataset_medium_mig_01,dual_mixed,legal-1800-o150,legal,1800,150,BAAI/bge-m3,hybrid-title-k3-c200-l035-t030-s025-a060,hybrid,3,200,0.35,0.25,0.6,0.3,30,1.0,1.0,1.0,0.9,0.2,0.5638888888888888,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1800-o150__baai-bge-m3__hybrid-title-k3-c200-l035-t030-s025-a060.jsonl,0.7899999999999999
four_dataset_medium_mig_01,dual_natural,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,0.9666666666666667,0.9333333333333333,0.23333333333333334,0.5222222222222223,1.9666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.7866666666666666
four_dataset_medium_mig_01,dual_mixed,legal-1800-o150,legal,1800,150,intfloat/multilingual-e5-base,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,0.9666666666666667,0.9333333333333333,0.23333333333333334,0.586111111111111,1.9666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1800-o150__intfloat-multilingual-e5-base__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.7866666666666666
four_dataset_medium_mig_01,natural,legal-2500-o250,legal,2500,250,intfloat/multilingual-e5-base,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,0.9666666666666667,1.0,0.9333333333333333,0.0,0.6333333333333333,0.7388888888888889,1.9,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-2500-o250__intfloat-multilingual-e5-base__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.7716666666666667
four_dataset_medium_mig_01,natural,legal-2500-o250,legal,2500,250,BAAI/bge-m3,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,0.9666666666666667,1.0,0.9333333333333333,0.0,0.6333333333333333,0.7277777777777777,1.9,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-2500-o250__baai-bge-m3__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.7716666666666667
four_dataset_medium_mig_01,natural,legal-2500-o250,legal,2500,250,BAAI/bge-m3,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,0.9666666666666667,1.0,0.9333333333333333,0.0,0.6333333333333333,0.7388888888888889,1.9,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-2500-o250__baai-bge-m3__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.7716666666666667
four_dataset_medium_mig_01,dual_natural,legal-1800-o150,legal,1800,150,BAAI/bge-m3,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,0.9333333333333333,0.9,0.23333333333333334,0.5083333333333333,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1800-o150__baai-bge-m3__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.7683333333333333
four_dataset_medium_mig_01,dual_natural,legal-1800-o150,legal,1800,150,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,0.9666666666666667,0.9,0.16666666666666666,0.48888888888888893,1.9666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1800-o150__sentence-transformers-paraphrase-multilingual-mpnet-base-v2__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.7666666666666666
four_dataset_medium_mig_01,dual_mixed,legal-1800-o150,legal,1800,150,intfloat/multilingual-e5-base,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,0.9333333333333333,0.8666666666666667,0.23333333333333334,0.5527777777777776,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-1800-o150__intfloat-multilingual-e5-base__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.765
four_dataset_medium_mig_01,citation,legal-2500-o250,legal,2500,250,BAAI/bge-m3,dense-k3,dense,3,30,0.0,0.0,0.0,0.0,30,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.0,0.7333333333333333,0.8111111111111111,1.8,experiments/retrieval/four_dataset_medium_mig_01/logs/citation__legal-2500-o250__baai-bge-m3__dense-k3.jsonl,0.7600000000000001
four_dataset_medium_mig_01,dual_natural,legal-1800-o150,legal,1800,150,intfloat/multilingual-e5-base,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,0.9333333333333333,0.9,0.2,0.48333333333333334,1.9333333333333333,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_natural__legal-1800-o150__intfloat-multilingual-e5-base__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.76
four_dataset_medium_mig_01,natural,legal-1000-o100,legal,1000,100,BAAI/bge-m3,hybrid-title-k5-c250-l040-t035-s025-a060,hybrid,5,250,0.4,0.25,0.6,0.35,30,1.0,1.0,0.9666666666666667,0.0,0.5,0.6444444444444444,1.9666666666666666,experiments/retrieval/four_dataset_medium_mig_01/logs/natural__legal-1000-o100__baai-bge-m3__hybrid-title-k5-c250-l040-t035-s025-a060.jsonl,0.7599999999999999
four_dataset_medium_mig_01,dual_mixed,legal-2500-o250,legal,2500,250,BAAI/bge-m3,hybrid-title-k8-c300-l045-t040-s030-a070,hybrid,8,300,0.45,0.3,0.7,0.4,30,1.0,1.0,1.0,0.0,0.43333333333333335,0.7388888888888889,2.0,experiments/retrieval/four_dataset_medium_mig_01/logs/dual_mixed__legal-2500-o250__baai-bge-m3__hybrid-title-k8-c300-l045-t040-s030-a070.jsonl,0.7583333333333333
